network,edge,single_fraction,orthogonal_fraction,direction_factor
20,6,0.14552793866683636,0.05989332081939911,0.7596287377745998
20,7,0.08377230025345359,0.05635746798842902,0.4647103761186523
20,8,0.012391030102951539,0.03323707280188286,0.11655154789369333
20,9,0.008564056092300702,0.01288629693908576,0.20777092368678482
20,10,0.15858048145132117,0.5032611469911743,0.09851213489039765
20,11,0.0967203626035795,0.06959896014868376,0.43445876861661137
20,12,0.09283894977781797,0.07497113338589535,0.38714133604770823
20,13,0.17912329598956775,0.0808389667927492,0.6927311544795467
20,14,0.05299266886984609,0.04122938850435633,0.4018299476661181
21,0,0.0007244402143197503,0.0010285379481086222,0.1681472501374223
21,1,0.004661128329218083,0.003244202698340926,0.3429972337075144
21,2,0.008630239476855987,0.0021012280805053113,0.9805216549092973
21,3,0.007632922696799355,0.011744537272111964,0.15515382695443528
21,4,0.040058059166941995,0.3898135054162275,0.024532429573504464
21,5,0.10476106479287141,0.030736125450488767,0.8136887705214608
21,6,0.00511566666210253,0.006406905869560858,0.19061691357102534
21,7,0.022049715771625338,0.0052640893316395505,0.9999707198605333
21,8,0.00018358868697435166,0.017127952834759225,0.0025588686645001925
21,9,0.055443012091452845,0.022053421909370406,0.6001756464924456
21,10,0.10812058052125995,0.025811872082598136,0.9999917183047878
21,11,0.3044873812326054,0.08113747397738187,0.8958913734760203
21,12,0.030376685630344766,0.011846773338866993,0.6121358938607055
21,13,3.771679766192308e-05,0.08005029119596759,0.00011248106882669963
21,14,0.060881728652430515,0.06276538427686845,0.23156574822300638
21,15,0.0011064315685837475,0.09102717204650469,0.0029017570381736964
21,16,0.245729637707952,0.1578405262706992,0.371660629979751
22,0,2.934318652120906e-05,0.0031942495552267688,0.004129569256225709
22,1,0.004210140983636217,0.00836061945712228,0.22637293695148222
22,2,0.0004082278367177412,0.0021655116539421727,0.08474389340972249
22,3,0.025204766987831882,0.011335136084680595,0.9995908478720943
22,4,0.02500272934777811,0.01762070544275383,0.637867464930305
22,5,0.14489985876185912,0.09989764605708872,0.6520471935964873
22,6,0.007551365671748995,0.01540670601788228,0.22033425850682944
22,7,0.17727639012238197,0.13638835719490028,0.5843054323603428
22,8,0.01761205218950213,0.08986877945487888,0.0880982827540708
22,9,0.1099210221032368,0.05549446761461075,0.8904250952326886
22,10,0.1944415752792954,0.3143644812209537,0.2780494130609709
22,11,0.01581673217140912,0.03587410706357134,0.1981992393771146
22,12,0.27762579535808124,0.2100292331823883,0.5942188051219797
23,0,0.00018532125547914786,0.0016899365827465253,0.06538432784832071
23,1,0.00938663181550058,0.022247404077651262,0.2515644552659587
23,2,0.016527194959508135,0.010905630199826561,0.9035812707135707
23,3,0.007413822313025624,0.014693319355502507,0.3008438184747879
23,4,0.00878090190529003,0.005235663468824708,0.9999683146063996
23,5,0.049725169767828266,0.049537500454440955,0.5984956833998676
23,6,0.0011196852784279491,0.11015161139126209,0.006060716234690543
23,7,0.08188780863668654,0.10660271443467421,0.4580045824281026
23,8,0.007753278535482819,0.007327251529483956,0.6309037709559883
23,9,0.33504738155853897,0.20078020987089434,0.9949566558007581
23,10,0.3218154162965755,0.19465216302332009,0.9857492332524539
23,11,0.021079548878871295,0.014380476661467185,0.8739908138820331
23,12,0.013368886977785235,0.011156707976983421,0.7144601710772681
23,13,0.000522687012791791,0.019053980292037146,0.016355914621937813
